A1	ayn	edler	herr	-	was	zu	metz	gesessen	alexander	also	was	er	genant	sein	lob	stundtt	weidt	gemessen	sein	weib	dye	was	so	wol	er	kannt	groß	zucht	vnd	ere	gunde	man	von	ir	sagen	eins	mals	pflag	er	mit	ir	der	liben	zeit	vnd	sprach	-	fraw	merckent	-	eben	hin	weg	wil	ich	reiten	dar	vmb	solt	ir	mir	vrlob	geben	mir	stadt	mein	syn	hyn	zu	dem	heilgen	grabe	dye	fraue	-	-	-	-	-	sprach	ya	lieber	her	welt	ir	pald	her	wider	-	komen	ich	fürchte	das	mir	mein	weiplich	ere	durch	die	falschen	zungen	-	werd	die	weil	genumen	wie	woll	ich	will	-	mein	-	ere	-	so	wol	-	behalten	ich	bit	eü	ch	lieber	herre	mein	das	ir	her	heim	bey	mir	wellet	beleyben	dy	frau	sprach	die	welt	ist	falsch	in	allen	iren	sachen	beleibet	do	heym	das	ist	mein	rat	kurtze	weil	kan	ich	ü	ch	wol	machen	beyde	-	frü	vnd	-	spat	die	fraw	kundt	-	lauten	schlahen	vnd	harpffen	vnd	geygen	die	welt	-	ist	vntreü	-	vnd	mordeß	voll	auff	der	strassen	ich	bitt	eüch	lieber	herre	mein	ir	-	-	-	-	-	-	-	solt	-	eüch	-	an	nymand	lassen	wa	ir	kert	zu	herberg	ein	der	warheit	thut	man	eüch	gar	dick	verschweigen	alexander	-	-	sprach	fraue	-	mein	eü	er	er	solt	ir	eü	ch	wol	beschliesen	-	hilfft	mir	dan	got	her	wider	heym	die	weil	ich	lebe	so	laß	ichs	eü	ch	genissen	werdent	ir	-	-	-	-	an	ewern	eren	geletzet	ervar	ich	die	rechten	mere	so	laß	ich	eü	ch	mit	hunden	auß	yagen	vnd	hetzen	das	es	got	möcht	erbarmen	die	frau	erschrack	vn	bat	got	im	himel	also	sere	vn	maria	die	-	reine	magt	das	sy	irem	herren	-	-	mit	freüden	hülf	-	-	her	wider	heim	-	-	das	er	ir	behüt	ir	weiplich	ere	mit	fleisse	got	der	thet	ir	-	-	ein	engel	senden	zu	ir	-	in	ir	kemerlein	der	sprach	mach	ym	-	-	ein	hembt	an	-	aus	geschlagenem	-	tuche	-	so	fein	-	die	weil	-	-	du	hast	-	dein	-	ere	so	beleibt	das	hembd	an	seinen	leibe	weise	die	frau	die	pflag	des	engels	rat	vn	-	-	-	-	-	-	-	-	ließ	ir	ein	leine	tuch	hertragen	zu	-	metz	das	geschriben	stat	es	was	gemanet	vn	auch	schon	geschlagen	sy	macht	ein	hemptt	vn	legte	es	ym	an	mit	fleissr	vnd	sprach	her	die	weil	ich	hab	die	ere	mein	-	so	pleibt	das	hembde	an	eü	rem	leibe	weiß	alexander	begund	von	seiner	frauen	schaiden	sy	vmfing	yn	mit	gantzem	fleisse	vn	sach	ym	nach	mit	leide	do	schain	an	ym	das	hemtt	so	weise	es	gab	ein	schein	fü	r	alle	seine	kleider	nvn	hört	wie	es	alexander	ist	ergangen	als	bald	er	-	-	-	kam	ü	ber	mere	do	ward
C1	ein	edler	herr	-	was	zuo	metz	gesessen	alexander	also	was	er	genant	seyn	lob	stund	weit	gemessen	seyn	weyb	die	was	so	wol	-	erkant	groß	zucht	vnd	eer	thet	man	von	jn	sagen	eins	mals	pflag	er	mit	jr	der	lieben	zeyte	vnd	sprach	,,frauw	mercket	-	-	eben	hinweg	so	wil	ich	reiten	darumb	-	solt	jr	mir	vrlaub	geben	mir	steet	meyn	sin	hin	zum	heiligen	-	grabe	die	fraw	-	-	-	-	-	sprach	,,ja	lieber	herre	woelt	-	jr	bald	wider	kumen	-	ich	fuercht	das	mir	mein	weyblich	eere	durch	die	falschen	zungen	dieweyl	werd	-	-	genumen	wiewol	jch	wil	meyn	eer	-	-	-	so	wol	-	-	behalten	jch	bit	euch	-	lieber	herre	mein	das	jr	daheym	-	bey	mir	woelt	walten	die	fraw	sprach	,,die	welt	ist	falsch	in	allen	-	sachen	bleibt	daheim	-	das	ist	mein	rat	kuertzweyl	-	kan	ich	euch	-	wol	machen	beyde	frue	-	vnd	auch	spat	die	fraw	kund	-	lauten	harpfen	-	-	vnd	geigen	,,die	welt	-	ist	-	vntrew	vnd	moerdet	-	auff	der	strassen	jch	bit	euch	lieber	herre	meyn	-	jr	-	-	-	-	-	-	solt	-	-	euch	an	niemant	lassen	wo	jr	kert	zuo	herberg	ein	die	warheyt	thuot	man	offt	verschweygen	-	-	alexander	-	-	sprach	-	,,frawe	meyn	-	ewer	eere	solt	ir	-	-	wol	beschliessen	-	hilfft	mir	dann	got	herwider	heym	dieweyl	jch	leb	-	-	-	laß	ichs	euch	geniessen	wert	jr	-	-	-	-	-	an	ewern	eeren	geletzet	erfar	jch	die	rechten	mere	so	laß	ich	euch	-	mit	hunden	außhetzen	die	fraw	die	-	-	-	-	-	-	-	-	-	bat	got	von	himel	also	sere	vnd	mariam	die	-	reine	meide	das	sie	dem	jrn	herre	hülff	-	wieder	-	heim	mit	-	freuden	-	vnd	jr	behuettet	jr	-	weiblich	eer	mit	fleiß	-	-	-	-	-	gott	thet	jr	ein	engel	senden	-	zuo	jr	in	jr	kemerlein	der	sprach	mach	jm	-	an	ein	hemnde	-	auß	geschlagnem	-	tuoch	-	-	so	fein	-	dieweyl	-	-	du	hast	-	deyn	-	eere	-	so	bleybt	das	hembd	an	seinen	leyb	weyß	die	fraw	-	pflag	des	engels	rat	-	-	-	-	-	-	-	-	vnd	ließ	jr	ein	-	tuoch	her	tragen	zuo	metz	das	geschriben	stat	es	was	gemangt	vnd	schoen	-	geschlagen	sie	macht	ein	hembd	vnd	legt	jms	-	an	mit	fleyß	vnd	sprach	,,dieweil	-	-	ich	hab	-	-	mein	eere	so	bleibt	das	hembd	an	ewrem	leib	-	weiß	alexander	begunt	von	seyner	frawen	scheide	sie	umbfieng	jn	mit	gantzem	fleiß	vnd	sahe	jm	nach	mit	leyde	do	scheyn	an	jm	das	hembde	weiß	-	es	gab	ein	schein	für	-	alle	seine	kleyde	hoert	-	wie	es	alexander	ist	ergangen	als	bald	er	-	-	-	kam	vber	-	mere	do	ward
E2	ein	edler	herr	der	was	zuo	metz	gesessen	alexander	-	was	er	genandt	sein	lob	stuondt	hoch	gemessen	sein	fraw	-	was	auch	gar	weit	erkant	groß	lob	vn	ehr	hört	man	von	ir	sagen	einsmals	pflägt	-	er	mit	jr	der	lieben	zeiten	er	sprach	zart	fraw	merckt	mich	eben	hinweg	so	will	ich	reiten	darum	-	solt	jr	mir	vrlob	geben	gem	-	-	-	-	-	heiligen	grab	will	ich	mich	selber	wagen	die	fraw	die	sprach	mein	lieber	herr	wann	wöllen	jr	-	wider	herheim	komen	ich	sorg	das	mir	mein	weiblich	ehr	durch	falsche	zung	-	-	werd	dieweil	genomen	jedoch	-	-	-	will	ich	-	mein	-	-	ehre	-	woll	behalten	ich	bitt	euch	-	lieber	herre	mein	das	jr	herheime	kurtzweil	wöllen	halten	-	-	-	-	-	die	welt	ist	falsch	in	allen	jren	sachen	bleibt	herheim	-	das	ist	mein	raht	kurtzweil	-	kan	ich	-	-	wol	machen	ja	beide	frü	vn	darzuo	spat	die	fraw	kund	harffen	lauten	-	-	-	vnd	geigen	die	welt	die	ist	vol	vntrew	-	-	-	auff	der	strassen	-	-	-	-	-	mein	edler	-	herr	vernemet	den	sinn	ahn	niemandt	solt	jr	-	euch	-	-	lassen	wo	jr	kerent	zuor	herberg	ein	die	warheit	thuot	man	manigmal	-	-	verschweigen	der	herr	der	sprach	zart	frawe	mein	die	ewer	eer	sont	jr	-	-	wol	beschliessen	vnd	hilfft	mir	gott	-	herwider	heim	dieweil	-	-	ich	leb	sond	-	-	-	-	-	jr	sein	wollgeniessen	wann	wurden	ihr	an	ewer	ehre	geletzet	erfür	ich	dann	ein	solche	meer	von	mir	wurden	jr	mit	hunden	außgehetzet	die	fraw	erschrack	sie	-	-	-	-	-	-	-	-	bat	gott	-	-	also	sehre	vnnd	mariam	die	maget	reine	vm	das	jr	edler	-	herre	-	mit	freüden	komme	-	-	-	wider	heim	-	vnd	das	gott	jhr	weiblich	ehre	verhüte	-	-	-	-	der	zarte	gott	thet	einen	-	engel	senden	hin	zuo	jr	in	jr	kämmerlein	der	sprach	mach	ihm	behende	-	ein	hembd	-	von	gschlagnen	-	tuoch	-	so	fein	-	dweil	hast	-	dein	-	ehre	-	dz	-	hembt	bleibt	weiß	vn	guote	-	-	-	-	-	die	fraw	pflagt	-	des	engels	rathe	vnd	thet	was	ihr	der	engel	het	gebotten	vnd	ließ	jhr	ein	leinen	tuoch	hertragen	als	zuo	metz	-	geschriben	staht	es	was	gemengt	vnd	auch	schön	geschlagen	sie	macht	ein	hembt	vnd	legt	es	jm	mit	fleisse	vnnd	sprach	herr	dieweil	-	-	ich	hab	die	ehre	mein	-	so	bleibt	das	hembd	an	ewerm	leib	allweg	weisse	alexander	begund	von	seiner	frawen	scheiden	sie	vmbfing	jn	mit	gantzem	fleiß	sie	sach	jm	nach	mit	leide	da	schein	an	jm	das	hembde	weiß	-	es	gab	ein	schein	durch	-	alle	seine	kleider	-	hört	wie	es	alexander	ist	ergangen	als	-	er	nun	über	möre	kam	da	-	-	-	ward


A1	er	-	gefangen	von	einen	vnglaubigen	heren	von	kü	nig	machamet	der	was	ein	wilder	heiden	er	sprach	du	bist	ein	krist	klug	ich	gib	dir	ein	wal	deß	solt	du	dich	bedencken	wiltu	ziechen	in	-	-	meinem	pflug	oder	-	-	dich	hie	lassen	erdrencken	alexander	sprach	selig	ist	das	leben	wan	mir	got	-	wol	gehelfen	mag	ich	-	wil	mich	wilig	yn	ein	pflug	-	-	-	-	ergeben	alexannder	ward	hart	in	einen	pflug	gebunden	er	vnd	zechen	kristen	-	man	man	schlug	yn	tieffe	wunden	das	yn	das	plut	über	iren	leib	ab	ran	sy	zugen	vast	vnt	deten	iren	fleis	in	dem	pflug	muten	sy	dick	er	schwitzen	ietlicher	sein	bestes	det	an	seim	laden	-	er	saß	der	edel	künig	machmet	er	sach	wol	das	das	hembt	plaib	all	weg	weise	er	sprach	wie	hat	das	ein	gestalt	das	sich	die	farbe	am	hembd	nit	verkert	nun	ist	das	weter	manigfalt	vn	er	so	mangen	schwaiß	dar	durch	ver	rerte	er	sant	nach	im	vnd	fraget	vn	nun	allso	eben	wannen	bist	du	aus	kristen	landt	oder	wer	hat	dir	das	weiß	hembd	geben	akexander	-	sprach	mir	gabs	mein	eelich	fraw	sy	legt	mirs	an	mit	gantzem	fleisse	ir	ere	ist	vnverhauen	die	weil	mir	pleibet	das	hemde	weiß	got	wel	das	ich	sy	mit	freüden	anschawe	der	künig	sprach	deß	darfst	du	nit	gedencken	dan	du	gesichst	sy	nimer	mere	ich	will	dich	erdrencken	-	so	du	im	pfluge	-	magst	nimmer	gan	dein	kurtzweil	hab	du	hie	in	grüner	awe	er	schicket	in	wider	in	ein	pflug	nach	einem	ritter	gunde	er	pald	senden	der	was	so	hübsch	vnd	-	auch	so	klug	vnd	-	sprach	nimsoldt	-	vnd	reit	hin	an	die	ende	magst	du	die	frawen	bringen	vmb	ir	ere	darvmb	gib	ich	dir	reichen	soldt	ob	sich	die	farbe	am	hembde	wolt	verkören	der	haiden	ritter	reit	aus	vnd	fraget	die	kristen	leüte	welichs	der	weg	gen	mentz	were	die	gunde	er	schnell	reiten	-	sein	kleider	waren	von	golt	schwer	er	kam	gen	metze	für	eins	wirtzhaus	-	hin	traben	der	wirt	empfing	den	ritter	schone	mit	seiner	handt	in	die	herberg	tugentlich	-	sprach	herre	wannen	kumet	ir	landes	da	antbürt	ym	der	riter	reich	ich	kum	dort	here	vom	heilgen	-	grabe	vnd	hab	zu	schicken	in	dem	land	doch	volend	ichs	wol	in	einer	stunde	ist	eüch	alexander	nicht	bekant	der	ist	-	hart	in	einen	pflug	gehangen	er	hat	sich	aus	diser	stadt	genant	-	vnd	spricht	er	hab	ein	elich	frau	ist	es	war	so	wolt	ich	sy	gern	kenen	der	wirt	begunt	nach	-	der	frauen	senden	do	er	dy	-	red	vom	-	ritter	vernam	die	frau	berait	sich	behende	wie	pald	sy	in	deß	wirtes	haus	kam	sy	empfieng	den	ritter	schon	mit	yren	henden	als	in	dem	lande	gewonheit	was	das	det	man	an	allen	enden	wie	pald	sy	zu	dem	ritter	-	saß	sy	-
C1	er	-	gefangen	von	einem	vnglaubigen	herre	von	kuenig	machomet	-	der	war	ein	-	heide	er	sprach	,,du	bist	ein	christen	kluog	ich	gibt	dir	ein	wal	des	solt	du	dich	bedencken	wiltu	-	-	ziehen	meynen	-	pfluog	oder	wiltu	-	dich	-	lassen	ertrencken	alexander	sprach	,,selig	ist	das	leben	wann	mir	gott	-	wol	gehelffen	mag	-	jch	wil	mich	willig	in	-	-	-	-	-	pfluog	ergeben	alexander	ward	hart	in	ein	pfluog	gepunden	er	vnd	-	zehen	christen	man	man	schluog	jn	tieffe	wunden	das	jn	dz	bluot	vber	jre	leib	abran	-	sie	zugen	fast	vnd	theten	jren	fleiß	in	dem	pfluog	muosten	sie	dick	erschwitzen	iglicher	-	sein	bestes	thet	am	-	laden	begund	er	sitzen	der	edel	kuenig	machomet	er	sach	wol	das	das	hembd	bleyb	allweg	weiß	-	er	sprach	,,wie	hat	das	ein	gestalt	das	sich	die	farb	am	hembd	nit	verkerte	nu	ist	das	wetter	manigfalt	vnd	er	so	manchen	schweyß	dadurch	verrerte	-	-	er	sant	nach	jm	vnd	fraget	jn	also	-	eben	,,wannen	bist	du	auß	christen	landt	oder	wer	hat	dir	das	weiß	hembd	geben	alexander	der	sprach	,,mir	gabs	meyn	ehliche	frawe	sie	legt	mirs	an	mit	gantzem	fleyß	jr	eer	ist	vnuerhawe	dieweil	-	mir	bleibt	das	hembde	weiß	got	woeld	das	ich	sie	mit	freuden	anschawe	der	kuenig	sprach	,,das	darffstu	-	nit	gedencken	dann	du	gesichst	sie	nymmer	mer	ich	wil	dich	lassen	ertrencken	so	du	im	pfluog	nymmer	magst	gen	-	dein	kuertzweil	hab	-	-	in	gruener	awe	er	schickt	jn	wider	in	ein	pfluog	nach	einem	ritter	begunt	er	sende	-	der	war	huebsch	-	vnd	-	auch	so	kluog	vnd	-	sprach	,,nim	sold	vnd	reyt	hin	an	die	ende	magstu	-	die	frawen	pringen	vmb	jr	eere	darvmb	gib	jch	dir	reichen	sold	ob	sich	die	farb	am	hembde	woelt	verkere	der	heiden	ritter	reit	auß	vnd	fragt	die	christen	leute	welchs	der	weg	gen	metz	wer	den	gund	er	gar	schnel	reyte	sein	kleider	waren	von	gold	schwer	er	kam	gen	metz	fuer	eynes	wirtes	hauß	hin	traben	der	wirt	empfieng	den	ritter	schon	mit	seiner	hand	in	die	herberg	tugentlich	er	sprach	,,herr	wann	kumet	jr	landes	do	antwort	jm	der	ritter	reych	,,jch	kum	dort	her	von	dem	heiligen	grabe	vnd	hab	zuo	schicken	in	dem	land	doch	volendet	ichs	wol	in	einer	stunde	ist	euch	alexander	icht	bekant	der	ist	-	hart	in	einem	pfluog	gepunden	er	hat	sich	auß	diser	stat	genennt	-	vnd	spricht	er	hab	ein	ehlich	frawen	ist	es	war	so	wolt	jch	sie	gern	kennen	der	wirt	begunt	nach	-	der	frawen	senden	do	er	die	-	red	von	dem	ritter	vernam	die	fraw	bereytet	sich	behende	wie	bald	sie	in	des	wirts	hauß	kam	sie	empfieng	den	ritter	schone	-	-	-	als	in	dem	land	gewonheit	was	dz	thet	man	an	allem	ende	wie	bald	sie	zuo	dem	ritter	-	saß	-	sie
E2	er	schnell	gefangen	vonn	einem	vngläubigen	man	vom	könig	machomet	-	-	-	ein	wilder	heide	er	sprach	du	bist	ein	christen	kluog	ich	gib	dir	ein	wal	des	soltu	-	dich	bedencken	vnd	wilt	du	ziehen	inn	meinem	pfluog	oder	wilt	du	dich	-	lassen	ertrencken	alexander	sprach	edel	ist	das	leben	ee	dann	-	ich	-	-	-	-	-	-	mich	ertrencken	laß	ehe	willich	mich	inn	einen	pfluog	ergeben	alexander	ward	hart	in	ein	pfluog	gebunden	mit	jm	wol	zehen	christen	man	man	schluog	jn	tieffe	wunden	-	-	dz	bluot	über	jre	leib	ab	ran	sie	zogen	fast	vnd	theten	jre	fleisse	in	dem	pfluog	muosten	sie	dick	erschwitzen	jeglicher	da	sein	bestes	thet	am	-	laden	begund	er	sitzen	d	edel	könig	machomet	er	sah	wol	daß	dz	hembd	alzeit	bleib	weisse	-	er	sprach	wie	hatt	diß	ein	gstalt	dz	sie	die	farb	am	hembd	nit	verkert	nu	ist	dz	wetter	manigfalt	vnd	er	so	manchen	schweiß	dardurch	verröret	-	-	er	sandt	nach	jm	vnd	fraget	jn	gar	eben	von	wannen	bistu	-	auß	christenland	-	oder	wer	hat	dir	das	weiß	hembd	gegeben	alexander	-	sprach	mir	gabs	mein	eelich	frawe	vnd	legt	mirs	an	mit	gantzen	fleiß	jr	ehr	ist	vnuerhawen	dieweil	-	mir	bleibt	das	hembde	weiß	got	wöll	das	ichs	-	mit	frewden	anschawe	der	künig	sprach	das	darffstu	-	nit	gedencken	wan	du	gesichst	sie	nimmermee	-	ich	will	dich	lassen	ertrencken	wan	du	im	pfluog	-	magst	nime	gehn	dein	kurtzweil	hab	du	hie	in	grüner	awe	er	spant	ihn	wider	in	den	pfluog	nach	einem	ritter	thet	er	schnelle	senden	der	was	so	hüpsch	-	vnd	darzuo	-	kluog	-	er	sprach	nim	sold	vnd	reit	hin	an	die	ende	magst	du	die	frawen	bringen	vmb	jr	ehren	darum	gib	ich	dir	silber	gold	ob	sich	die	farb	am	hembde	wolt	verkeren	der	heiden	ritter	reit	auß	vnd	fraget	die	christen	leüte	wölches	der	weg	gen	metze	wer	da	hin	begund	er	reiten	-	sein	kleider	waren	von	golde	schwer	er	kam	gen	metz	für	eines	wirtes	hause	-	traben	der	wirt	empfieng	den	ritter	also	schone	wol	-	in	die	herberg	tugentlich	-	sprach	herr	wanen	komen	jhr	landes	da	antwort	im	der	ritter	reich	ich	kom	geritten	-	von	dem	heiligen	grabe	vnnd	hab	zuoschicken	-	in	dem	landt	jedoch	vollendt	ichs	wol	in	einer	stunden	ist	euch	alexander	nicht	bekant	er	ist	gar	hart	inn	einen	pfluog	gebunden	er	hatt	sich	auß	der	statt	thuon	nennen	vnd	sagt	er	hab	ein	eelich	fraw	ist	es	war	so	wolt	ich	sie	gerne	kennen	der	wirt	begund	bald	bach	der	frawen	senden	da	er	des	ritters	red	vernan	-	-	-	die	fraw	rüst	sich	behende	wie	bald	sie	zuo	dem	wirte	-	kam	vnd	zuo	dem	ritter	recht	wolgethone	der	ritter	grüßt	die	fraw	mit	kluogen	witzen	als	dan	zuo	mal	gewonlich	was	er	bat	sie	bey	in	sitzen	gar	-	züchtiglich	-


A1	fraget	-	in	-	pald	-	nach	-	irem	-	-	alexander	-	-	-	-	-	der	ritter	sprach	fraue	-	fein	seidt	ir	mich	fraget	-	so	sag	ich	eüch	zu	stunde	er	leidet	not	un	grosse	pein	vnd	ist	hart	in	einen	pflug	gepunden	dar	in	muß	er	verschliessen	seien	leben	-	hilfft	weder	silber	noch	rotes	gold	ir	welt	eüch	dan	in	meinen	willen	geben	die	frau	sprach	ich	hoffe	es	sey	erlogen	es	ist	vil	leicht	ein	ander	man	der	-	-	in	dem	pflug	hat	getzogen	sagt	mir	herr	was	hat	er	an	so	höre	ich	das	wol	das	ich	nit	werd	betrogen	der	haiden	riter	sprach	das	sag	ich	eüch	mit	fleisse	er	tregt	an	ein	-	-	-	reiche	wadt	ein	hembd	-	das	ist	weise	das	kein	mase	nie	empfangen	hat	zwey	gantze	iar	hat	er	in	eim	pflug	getzogen	ir	gesecht	yn	lebent	nimmer	mere	nach	seinem	leibe	da	habent	kein	gedencken	wan	er	im	pflug	-	mag	nit	mer	gon	so	haist	in	der	künig	erdrencken	wölt	ir	eüch	in	meinen	-	-	willen	ergeben	als	pald	ich	dan	-	heim	kumb	zu	landt	so	wil	ich	eüch	yn	hersenden	by	-	-	dem	leben	die	fraw	die	sprach	kost	es	dan	-	sein	leben	oder	-	mir	mein	weiplich	ere	so	merckent	mich	gar	ebben	ritter	mein	vil	libee	herre	biß	morgen	frü	will	ich	eüch	ein	antbort	-	geben	got	der	-	tet	ir	-	einen	-	-	engel	senden	-	in	-	ir	-	kamer	-	-	-	-	-	-	-	offenbar	er	sprach	du	an	eins	münichs	wa<t>e	vnd	laß	dir	schneiden	ab	dein	hare	ein	münichs	platten	solt	du	dir	lassen	scheren	vnd	reitt	dem	r<i>tter	hinden	nach	dein	saittenspil	solt	du	hinder	dir	nit	lassen	vnd	laß	dir	nit	sein	also	-	-	-	-	-	-	-	gach	vnd	henge	ym	nach	sittigelichen	-	auff	der	strassen	in	die	herberg	solt	du	zu	ym	ein	kören	auch	mit	deinem	saittenspil	so	erlöest	du	-	alexander	mit	grossen	eren	am	morgen	-	die	frau	zu	dem	ritter	kame	sy	gundt	ym	schnel	entlichen	versagen	vnd	vrlaub	von	ym	name	sy	sprach	zu	ym	in	yamers	klagen	ich	will	meins	lieben	herren	hye	er	beicten	mein	ere	-	will	ich	ym	schonee	vnd	woll	behalten	den	got	der	mich	geschaffen	hatt	den	will	ich	-	lassen	waltten	der	alle	gind	vnder	stat	der	ritter	gundt	gar	pallde	von	dannen	reitten	deß	nam	die	fraw	gar	eben	war	sy	tet	das	ir	der	engel	hät	geratten	wie	pald	sy	ir	-	-	-	-	ein	platten	schar	vnd	legt	an	palde	eines	münichs	-	wate	ir	saitenspil	das	hieng	sy	an	ir	seitten	vnd	nam	der	herberg	eben	war	zu	dem	ritter	gundt	sy	einhinreitten	-	-	-	-	-	-	der	wirdt	empfing	die	frawen	mitt	reichem	schalle	seint	gott	wilkumen	liebe	wa	wöllt	ir	-	-	-	hin	wallen	sy	-	-
C1	-	fragt	jn	gar	-	-	behende	-	vmb	-	jren	-	herrn	-	schoene	-	-	der	ritter	sprach	-	,,frawe	fein	seit	jr	mich	fragen	thuot	so	sag	ich	euch	zuo	stunde	er	leit	not	vnd	grosse	pein	vnd	ist	hart	in	ein	pfluog	gepunden	daryn	muoß	-	er	verschliessen	sein	leben	-	hilfft	weder	silber	noch	rotes	gold	jr	woelt	euch	dann	in	meynen	willen	geben	die	fraw	sprach	,,ich	hoff	es	sey	erlogen	es	ist	vileicht	-	ein	ander	mann	der	-	-	in	dem	pfluog	hat	gezogen	saget	mir	herr	was	hat	er	an	so	hoer	ich	-	wol	das	jch	nit	wird	betrogen	der	ritter	-	sprach	,,das	sag	ich	euch	mit	fleiß	er	tregt	an	ein	reyche	wat	ein	hemmet	-	-	-	-	das	ist	weiß	das	kein	masen	nie	empfangen	hat	zwey	gantze	jar	hat	er	in	eym	pfluog	gezogen	jr	secht	in	lebendig	nymmer	mer	nach	seynem	leyb	habt	keyn	gedancken	wenn	-	er	im	pfluog	nimmer	mag	geen	-	-	so	heist	jn	der	kuenig	machomet	ertrencken	woelt	jr	meynes	-	-	-	willen	pflegen	als	bald	ich	-	kum	wider	heym	zuo	land	so	wil	ich	jn	euch	-	-	senden	bey	dem	leben	die	fraw	sprach	-	,,kost	es	dann	seyn	-	leben	oder	-	mir	mein	weiblich	eer	so	mercket	mich	gar	eben	ritter	meyn	vil	lieber	herr	bis	morgen	frue	wil	ich	euch	ein	antwort	-	geben	got	der	-	herr	-	jr	-	ein	-	engel	sandt	-	in	-	jr	-	kamer	-	-	-	-	-	-	gar	offenbar	er	sprach	,,mach	eyns	muenchs	gewand	vnd	laß	dir	schneyden	-	ab	dein	har	ein	muenchs	platen	solt	-	dir	lassen	scheren	vnd	reyt	dem	ritter	hinden	nach	deyn	seytenspil	-	solt	hinter	dir	nicht	lassen	vnd	laß	dir	nit	seyn	also	-	-	-	-	-	-	-	gach	vnd	heng	jm	nach	sitlichen	-	auff	der	strassen	in	die	herberg	solt	du	zuo	jm	ein	lenden	auch	mit	deynem	seyttenspil	so	erloestu	-	-	alexander	mit	freuden	-	am	morgen	-	die	fraw	zuo	dem	ritter	kam	sie	begund	jm	schnelligklich	-	versagen	vnd	vrlaub	von	jm	nam	sie	sprach	zuo	jm	in	iamers	klagen	,,ich	wil	meines	lieben	herren	hie	erbeyten	meyn	eer	wil	-	-	ich	jm	wol	vnd	schon	behalten	dann	got	der	mich	beschaffen	hat	den	wil	ich	es	lassen	walten	der	alle	ding	vnterstat	-	der	ritter	begundt	-	bald	von	dannen	reytten	des	nam	die	fraw	gar	eben	war	sie	thet	als	jr	der	engel	het	geraten	wie	bald	sie	-	-	-	-	jr	ein	platten	schar	vnd	leget	an	eynes	muenches	-	-	wate	jr	seyttenspil	-	hieng	sie	an	jr	seyten	vnd	nam	der	herberg	eben	war	zuo	dem	ritter	-	-	-	-	-	begund	sie	hinein	reyten	der	wirt	empfieng	die	frawen	mit	reychem	schalle	,,seit	got	wilkumen	-	-	lieber	herr	wo	woelt	jr	hin	walle	{\dfootnote{\textit	eine	wallfahrt
